"","family","genus","species","taxonomic_rank","taxon","lme","fao","habitat","reference_habitat","feeding_mode","reference_feeding_mode","trophic_level","level_tl","reference_tl","body_shape","fin_shape","ar","level_ar","reference_ar","offspring_size","level_offspring_size","reference_offspring_size","spawning_type","reference_spawning_type","age_maturity","level_age_maturity","reference_age_maturity","fecundity","level_fecundity","reference_fecundity","l_inf","k","level_growth","reference_growth","max_obs_length","level_length_max","reference_length_max","age_max","level_age_max","reference_age_max","temperature","reference_temperature","w_inf","reference_w_inf","natural_mortality","reference_mortality","length_maturity","reference_length_maturity"
"354","Malacanthidae","Caulolatilus","Caulolatilus chrysops","S","Caulolatilus chrysops",7,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.62,"spe","FroesePauly2018","fusiform","truncate",2.01,"spe","FroesePauly2018",1.37,"spe","Erickson1985","non-guarder","United1993",3.03848304704156,"fam-ocean","FishLife",339203.01132298,"gen","FishLife",56.8700164323769,0.173531507841255,"gen-ocean","FishLife",60,"spe","FroesePauly2018",15,"gen-LME","FroesePauly2018",20.9259946302665,"FishLife",2155.3207108831,2155.3207108831,0.38764536938829,"FishLife",23.8152271454717,"FishLife"
"716","Sparidae","Archosargus","Archosargus probatocephalus","S","Archosargus probatocephalus",6,21,"reef-associated","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.53,"spe","FroesePauly2018","compressiform","forked",1.44,"spe","FroesePauly2018",1.06833770599607,"fam","FishLife","non-guarder","FroesePauly2018",1.94264013506714,"gen-ocean","FishLife",318444.388424832,"fam-LME","FishLife",50,0.38,"spe-ocean","FroesePauly2018",59,"spe-LME","FroesePauly2018",23,"spe","FroesePauly2018",25.4199911728192,"FishLife",2419.16241216873,2419.16241216873,0.422393061502971,"FishLife",23.046349136311,"FishLife"
"717","Sparidae","Archosargus","Archosargus probatocephalus","S","Archosargus probatocephalus",6,31,"reef-associated","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.53,"spe","FroesePauly2018","compressiform","forked",1.44,"spe","FroesePauly2018",1.06833770599607,"fam","FishLife","non-guarder","FroesePauly2018",1.94264013506714,"gen-ocean","FishLife",318444.388424832,"fam-LME","FishLife",50,0.38,"spe-FAO","FroesePauly2018",59,"spe-LME","FroesePauly2018",23,"spe","FroesePauly2018",25.4199911728192,"FishLife",2419.16241216873,2419.16241216873,0.422393061502971,"FishLife",23.046349136311,"FishLife"
"718","Sparidae","Archosargus","Archosargus probatocephalus","S","Archosargus probatocephalus",7,21,"reef-associated","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.53,"spe","FroesePauly2018","compressiform","forked",1.44,"spe","FroesePauly2018",1.06833770599607,"fam","FishLife","non-guarder","FroesePauly2018",1.94264013506714,"gen-ocean","FishLife",318444.388424832,"fam-LME","FishLife",50,0.38,"spe-ocean","FroesePauly2018",59,"spe-LME","FroesePauly2018",23,"spe","FroesePauly2018",25.4199911728192,"FishLife",2419.16241216873,2419.16241216873,0.422393061502971,"FishLife",23.046349136311,"FishLife"
"719","Sparidae","Calamus","Calamus leucosteus","S","Calamus leucosteus",6,31,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",4.1996892258804,"genus","FishLife","compressiform","forked",2.53,"spe","FroesePauly2018",1.04462148909774,"fam","FishLife","non-guarder","FroesePauly2018",1,"spe-ocean","FroesePauly2019",808900,"spe-LME","FroesePauly2018",37,0.23,"spe-LME","FroesePauly2018",41,"spe-LME","FroesePauly2018",12,"spe","FroesePauly2018",23.6088564927599,"FishLife",1405.60630321961,1405.60630321961,0.472089241817935,"FishLife",18.5758215699781,"FishLife"
"720","Sparidae","Calamus","Calamus leucosteus","S","Calamus leucosteus",7,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",4.1996892258804,"genus","FishLife","compressiform","forked",2.53,"spe","FroesePauly2018",1.04462148909774,"fam","FishLife","non-guarder","FroesePauly2018",1,"spe-ocean","FroesePauly2019",808900,"spe-LME","FroesePauly2018",37,0.23,"spe-ocean","FroesePauly2018",41,"spe-LME","FroesePauly2018",12,"spe","FroesePauly2018",23.6088564927599,"FishLife",1405.60630321961,1405.60630321961,0.472089241817935,"FishLife",18.5758215699781,"FishLife"
"721","Sparidae","Lagodon","Lagodon rhomboides","S","Lagodon rhomboides",6,21,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.4,"spe","FroesePauly2018","fusiform","forked",2.22,"spe","FroesePauly2018",0.943397077587139,"fam","FishLife","non-guarder","FroesePauly2018",1.79077202076832,"fam-ocean","FishLife",85182.6705561105,"fam-LME","FishLife",29,0.32,"spe-ocean","FroesePauly2018",26,"spe-LME","FroesePauly2018",6.5,"spe-LME","FroesePauly2018",23.74142771459,"FishLife",345.496697101688,345.496697101688,0.785631144080878,"FishLife",9.87137499526907,"FishLife"
"722","Sparidae","Lagodon","Lagodon rhomboides","S","Lagodon rhomboides",6,31,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.4,"spe","FroesePauly2018","fusiform","forked",2.22,"spe","FroesePauly2018",0.943397077587139,"fam","FishLife","non-guarder","FroesePauly2018",1.79077202076832,"fam-ocean","FishLife",85182.6705561105,"fam-LME","FishLife",29,0.32,"spe-FAO","FroesePauly2018",26,"spe-LME","FroesePauly2018",6.5,"spe-LME","FroesePauly2018",23.74142771459,"FishLife",345.496697101688,345.496697101688,0.785631144080878,"FishLife",9.87137499526907,"FishLife"
"723","Sparidae","Lagodon","Lagodon rhomboides","S","Lagodon rhomboides",7,21,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.4,"spe","FroesePauly2018","fusiform","forked",2.22,"spe","FroesePauly2018",0.943397077587139,"fam","FishLife","non-guarder","FroesePauly2018",1.79077202076832,"fam-ocean","FishLife",85182.6705561105,"fam-LME","FishLife",29,0.32,"spe-ocean","FroesePauly2018",26,"spe-LME","FroesePauly2018",6.5,"spe-LME","FroesePauly2018",23.74142771459,"FishLife",345.496697101688,345.496697101688,0.785631144080878,"FishLife",9.87137499526907,"FishLife"
"724","Sparidae","Pagrus","Pagrus pagrus","S","Pagrus pagrus",6,21,"benthopelagic","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.86,"spe","FroesePauly2018","fusiform","forked",2.02,"spe","FroesePauly2018",0.9,"spe","Pecuchet2017","non-guarder","FroesePauly2018",1.9,"spe-ocean","FroesePauly2019",2e+05,"spe","Pecuchet2017",70,0.12,"spe-LME","FroesePauly2018",74,"spe-LME","FroesePauly2018",18,"spe","FroesePauly2018",21.1364846086437,"FishLife",2842.05352285795,2842.05352285795,0.376720485384505,"FishLife",22.5591685203217,"FishLife"
"725","Sparidae","Pagrus","Pagrus pagrus","S","Pagrus pagrus",6,31,"benthopelagic","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.86,"spe","FroesePauly2018","fusiform","forked",2.02,"spe","FroesePauly2018",0.9,"spe","Pecuchet2017","non-guarder","FroesePauly2018",1.9,"spe-ocean","FroesePauly2019",2e+05,"spe","Pecuchet2017",70,0.12,"spe-LME","FroesePauly2018",74,"spe-LME","FroesePauly2018",18,"spe","FroesePauly2018",21.1364846086437,"FishLife",2842.05352285795,2842.05352285795,0.376720485384505,"FishLife",22.5591685203217,"FishLife"
"726","Sparidae","Pagrus","Pagrus pagrus","S","Pagrus pagrus",7,21,"benthopelagic","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.86,"spe","FroesePauly2018","fusiform","forked",2.02,"spe","FroesePauly2018",0.9,"spe","Pecuchet2017","non-guarder","FroesePauly2018",1.9,"spe-ocean","FroesePauly2019",2e+05,"spe","Pecuchet2017",61,0.13,"spe-ocean","FroesePauly2018",74,"spe-LME","FroesePauly2018",18,"spe","FroesePauly2018",21.1364846086437,"FishLife",2842.05352285795,2842.05352285795,0.376720485384505,"FishLife",22.5591685203217,"FishLife"
"727","Sparidae","Stenotomus","Stenotomus caprinus","S","Stenotomus caprinus",6,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.43075283201437,"genus","FishLife","compressiform","forked",2.15,"spe","FroesePauly2018",0.844830479450409,"gen","FishLife","non-guarder","FroesePauly2018",1,"spe-ocean","FroesePauly2019",16526.9855927447,"gen-LME","FishLife",21.8867932219064,0.354506156906341,"gen-FAO","FishLife",20,"spe-LME","FroesePauly2018",3,"spe-LME","FroesePauly2018",20.1876070012927,"FishLife",141.891900051182,141.891900051182,0.868418144049551,"FishLife",9.36929599904738,"FishLife"
"728","Sparidae","Stenotomus","Stenotomus caprinus","S","Stenotomus caprinus",6,31,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.43075283201437,"genus","FishLife","compressiform","forked",2.15,"spe","FroesePauly2018",0.844830479450409,"gen","FishLife","non-guarder","FroesePauly2018",1,"spe-ocean","FroesePauly2019",16526.9855927447,"gen-LME","FishLife",21.8867932219064,0.354506156906341,"gen-ocean","FishLife",20,"spe-LME","FroesePauly2018",3,"spe-LME","FroesePauly2018",20.1876070012927,"FishLife",141.891900051182,141.891900051182,0.868418144049551,"FishLife",9.36929599904738,"FishLife"
"729","Sparidae","Stenotomus","Stenotomus caprinus","S","Stenotomus caprinus",7,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.43075283201437,"genus","FishLife","compressiform","forked",2.15,"spe","FroesePauly2018",0.844830479450409,"gen","FishLife","non-guarder","FroesePauly2018",1,"spe-ocean","FroesePauly2019",16526.9855927447,"gen-LME","FishLife",21.8867932219064,0.354506156906341,"gen-LME","FishLife",20,"spe-LME","FroesePauly2018",3,"spe-LME","FroesePauly2018",20.1876070012927,"FishLife",141.891900051182,141.891900051182,0.868418144049551,"FishLife",9.36929599904738,"FishLife"
"637","Sciaenidae","Pareques","Pareques umbrosus","S","Pareques umbrosus",6,21,"reef-associated","FroesePauly2018, OBIS2018","benthivorous","inferred from genus",3.62467877009761,"genus","FishLife","fusiform","rounded",1.27,"spe","FroesePauly2018",0.720227138503051,"fam","FishLife","non-guarder","FroesePauly2018",1.6555773729793,"fam-ocean","FishLife",110102.894454692,"fam-LME","FishLife",37.3620228066149,0.424287621371385,"fam-LME","FishLife",25,"spe","FroesePauly2018",16,"fam","FroesePauly2018",22.5332241775733,"FishLife",547.811288762488,547.811288762488,0.63284852845107,"FishLife",17.5932671994273,"FishLife"
"638","Sciaenidae","Pareques","Pareques umbrosus","S","Pareques umbrosus",6,31,"reef-associated","FroesePauly2018, OBIS2018","benthivorous","inferred from genus",3.62467877009761,"genus","FishLife","fusiform","rounded",1.27,"spe","FroesePauly2018",0.720227138503051,"fam","FishLife","non-guarder","FroesePauly2018",1.6555773729793,"fam-ocean","FishLife",110102.894454692,"fam-LME","FishLife",37.3620228066149,0.424287621371385,"fam-LME","FishLife",25,"spe","FroesePauly2018",16,"fam","FroesePauly2018",22.5332241775733,"FishLife",547.811288762488,547.811288762488,0.63284852845107,"FishLife",17.5932671994273,"FishLife"
"639","Sciaenidae","Pareques","Pareques umbrosus","S","Pareques umbrosus",7,21,"reef-associated","FroesePauly2018, OBIS2018","benthivorous","inferred from genus",3.62467877009761,"genus","FishLife","fusiform","rounded",1.27,"spe","FroesePauly2018",0.720227138503051,"fam","FishLife","non-guarder","FroesePauly2018",1.6555773729793,"fam-ocean","FishLife",110102.894454692,"fam-LME","FishLife",37.3620228066149,0.424287621371385,"fam-LME","FishLife",25,"spe","FroesePauly2018",16,"fam","FroesePauly2018",22.5332241775733,"FishLife",547.811288762488,547.811288762488,0.63284852845107,"FishLife",17.5932671994273,"FishLife"
"622","Sciaenidae","Larimus","Larimus fasciatus","S","Larimus fasciatus",6,21,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.6002256128849,"genus","FishLife","fusiform","rounded",1.36,"spe","FroesePauly2018",0.631407334900456,"fam","FishLife","non-guarder","FroesePauly2018",1.0543236271375,"fam-ocean","FishLife",29120.7637986086,"fam-LME","FishLife",18,0.98,"spe-LME","FroesePauly2018",25,"spe","FroesePauly2018",16,"fam","FroesePauly2018",24.4323768548482,"FishLife",87.7386050486407,87.7386050486407,1.1173276677128,"FishLife",10.0286191655146,"FishLife"
"623","Sciaenidae","Larimus","Larimus fasciatus","S","Larimus fasciatus",6,31,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.6002256128849,"genus","FishLife","fusiform","rounded",1.36,"spe","FroesePauly2018",0.631407334900456,"fam","FishLife","non-guarder","FroesePauly2018",1.0543236271375,"fam-ocean","FishLife",29120.7637986086,"fam-LME","FishLife",18,0.98,"spe-LME","FroesePauly2018",25,"spe","FroesePauly2018",16,"fam","FroesePauly2018",24.4323768548482,"FishLife",87.7386050486407,87.7386050486407,1.1173276677128,"FishLife",10.0286191655146,"FishLife"
"624","Sciaenidae","Larimus","Larimus fasciatus","S","Larimus fasciatus",7,21,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.6002256128849,"genus","FishLife","fusiform","rounded",1.36,"spe","FroesePauly2018",0.631407334900456,"fam","FishLife","non-guarder","FroesePauly2018",1.0543236271375,"fam-ocean","FishLife",29120.7637986086,"fam-LME","FishLife",18,0.98,"spe-ocean","FroesePauly2018",25,"spe","FroesePauly2018",16,"fam","FroesePauly2018",24.4323768548482,"FishLife",87.7386050486407,87.7386050486407,1.1173276677128,"FishLife",10.0286191655146,"FishLife"
"628","Sciaenidae","Menticirrhus","Menticirrhus americanus","S","Menticirrhus americanus",6,21,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.49987179321274,"genus","FishLife","fusiform","truncate",1.3,"spe","FroesePauly2018",0.781357673104471,"gen","FishLife","non-guarder","inferred from genus",1.5,"spe-ocean","FroesePauly2019",55472.9360133798,"fam-LME","FishLife",37,0.38,"spe-ocean","FroesePauly2018",50,"spe","FroesePauly2018",4,"spe","FroesePauly2018",20.2202111489179,"FishLife",627.307896165414,627.307896165414,0.655148596960638,"FishLife",17.2156589654818,"FishLife"
"629","Sciaenidae","Menticirrhus","Menticirrhus americanus","S","Menticirrhus americanus",6,31,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.49987179321274,"genus","FishLife","fusiform","truncate",1.3,"spe","FroesePauly2018",0.781357673104471,"gen","FishLife","non-guarder","inferred from genus",1.5,"spe-ocean","FroesePauly2019",55472.9360133798,"fam-LME","FishLife",37,0.38,"spe-ocean","FroesePauly2018",50,"spe","FroesePauly2018",4,"spe","FroesePauly2018",20.2202111489179,"FishLife",627.307896165414,627.307896165414,0.655148596960638,"FishLife",17.2156589654818,"FishLife"
"630","Sciaenidae","Menticirrhus","Menticirrhus americanus","S","Menticirrhus americanus",7,21,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.49987179321274,"genus","FishLife","fusiform","truncate",1.3,"spe","FroesePauly2018",0.781357673104471,"gen","FishLife","non-guarder","inferred from genus",1.5,"spe-ocean","FroesePauly2019",55472.9360133798,"fam-LME","FishLife",37,0.38,"spe-ocean","FroesePauly2018",50,"spe","FroesePauly2018",4,"spe","FroesePauly2018",20.2202111489179,"FishLife",627.307896165414,627.307896165414,0.655148596960638,"FishLife",17.2156589654818,"FishLife"
"640","Sciaenidae","Sciaenops","Sciaenops ocellatus","S","Sciaenops ocellatus",6,21,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.74,"spe","FroesePauly2018","fusiform","truncate",1.49,"spe","FroesePauly2018",0.86110973545244,"fam","FishLife","non-guarder","FroesePauly2018",2.99965423700186,"fam-ocean","FishLife",2190346.91377728,"fam-LME","FishLife",104,0.42,"spe-LME","FroesePauly2018",111,"spe-LME","FroesePauly2018",50,"spe","FroesePauly2018",22.6851676903816,"FishLife",10221.4760417473,10221.4760417473,0.272732906172203,"FishLife",49.2878365019731,"FishLife"
"641","Sciaenidae","Sciaenops","Sciaenops ocellatus","S","Sciaenops ocellatus",6,31,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.74,"spe","FroesePauly2018","fusiform","truncate",1.49,"spe","FroesePauly2018",0.86110973545244,"fam","FishLife","non-guarder","FroesePauly2018",2.99965423700186,"fam-ocean","FishLife",2190346.91377728,"fam-LME","FishLife",104,0.42,"spe-LME","FroesePauly2018",111,"spe-LME","FroesePauly2018",50,"spe","FroesePauly2018",22.6851676903816,"FishLife",10221.4760417473,10221.4760417473,0.272732906172203,"FishLife",49.2878365019731,"FishLife"
"642","Sciaenidae","Sciaenops","Sciaenops ocellatus","S","Sciaenops ocellatus",7,21,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.74,"spe","FroesePauly2018","fusiform","truncate",1.49,"spe","FroesePauly2018",0.86110973545244,"fam","FishLife","non-guarder","FroesePauly2018",2.99965423700186,"fam-ocean","FishLife",2190346.91377728,"fam-LME","FishLife",97,0.39,"spe-ocean","FroesePauly2018",111,"spe-LME","FroesePauly2018",50,"spe","FroesePauly2018",22.6851676903816,"FishLife",10221.4760417473,10221.4760417473,0.272732906172203,"FishLife",49.2878365019731,"FishLife"
"401","Mullidae","Pseudupeneus","Pseudupeneus maculatus","S","Pseudupeneus maculatus",6,31,"reef-associated","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.65,"spe","FroesePauly2018","fusiform","forked",2.21,"spe","FroesePauly2018",0.814948266460762,"fam","FishLife","non-guarder","FroesePauly2018",1.20258495355388,"fam-ocean","FishLife",26957.8488441486,"fam","FishLife",28,0.49,"spe-FAO","FroesePauly2018",26,"spe-FAO","FroesePauly2018",7,"fam","FroesePauly2018",26.2626483107146,"FishLife",301.249707773436,301.249707773436,0.850448592326647,"FishLife",11.5457443437483,"FishLife"
"402","Mullidae","Upeneus","Upeneus parvus","S","Upeneus parvus",6,21,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.93,"spe","FroesePauly2018","fusiform","forked",2.04,"spe","FroesePauly2018",0.531267658192187,"fam","FishLife","non-guarder","FroesePauly2018",1.00126076207477,"fam-ocean","FishLife",18380.3922557664,"fam","FishLife",18.8738264591371,0.649185727476744,"gen-ocean","FishLife",30,"spe","FroesePauly2018",7,"fam","FroesePauly2018",26.0874152807285,"FishLife",91.9126139763238,91.9126139763238,1.16198710441498,"FishLife",8.96860951019392,"FishLife"
"403","Mullidae","Upeneus","Upeneus parvus","S","Upeneus parvus",6,31,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.93,"spe","FroesePauly2018","fusiform","forked",2.04,"spe","FroesePauly2018",0.531267658192187,"fam","FishLife","non-guarder","FroesePauly2018",1.00126076207477,"fam-ocean","FishLife",18380.3922557664,"fam","FishLife",18.8738264591371,0.649185727476744,"gen-ocean","FishLife",30,"spe","FroesePauly2018",7,"fam","FroesePauly2018",26.0874152807285,"FishLife",91.9126139763238,91.9126139763238,1.16198710441498,"FishLife",8.96860951019392,"FishLife"
"404","Mullidae","Upeneus","Upeneus parvus","S","Upeneus parvus",7,21,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.93,"spe","FroesePauly2018","fusiform","forked",2.04,"spe","FroesePauly2018",0.531267658192187,"fam","FishLife","non-guarder","FroesePauly2018",1.00126076207477,"fam-ocean","FishLife",18380.3922557664,"fam","FishLife",18.8738264591371,0.649185727476744,"gen-ocean","FishLife",30,"spe","FroesePauly2018",7,"fam","FroesePauly2018",26.0874152807285,"FishLife",91.9126139763238,91.9126139763238,1.16198710441498,"FishLife",8.96860951019392,"FishLife"
"244","Ephippidae","Chaetodipterus","Chaetodipterus faber","S","Chaetodipterus faber",6,21,"reef-associated","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.5,"spe","FroesePauly2018","compressiform","truncate",3.23,"spe","FroesePauly2018",1.23248161643562,"","FishLife","non-guarder","FroesePauly2018",1.28379066170331,"fam-ocean","FishLife",88921.7115692777,"","FishLife",49,0.34,"spe-LME","FroesePauly2018",50,"spe-LME","FroesePauly2018",8,"spe-LME","FroesePauly2018",24.7054752625071,"FishLife",2631.58952517621,2631.58952517621,0.647624591932704,"FishLife",11.7054562486676,"FishLife"
